"SampleYear","Era","Site","BenthicReefSpecies","DiveReplicate","DepthZone","Density_m2"
2021,"Post-Construction","Albondigas","Pisaster giganteus","1","Outer",0
2021,"Post-Construction","Albondigas","Pisaster giganteus","2","Inner",0
2021,"Post-Construction","Albondigas","Pisaster giganteus","2","Middle",0
2021,"Post-Construction","Albondigas","Pisaster giganteus","2","Outer",0
2021,"Post-Construction","Albondigas","Pisaster ochraceus","1","Inner",0
2021,"Post-Construction","Albondigas","Pisaster ochraceus","1","Middle",0
2021,"Post-Construction","Albondigas","Pisaster ochraceus","1","Outer",0.0166666666666667
2021,"Post-Construction","Albondigas","Pisaster ochraceus","2","Inner",0
2021,"Post-Construction","Albondigas","Pisaster ochraceus","2","Middle",0
2021,"Post-Construction","Albondigas","Pisaster ochraceus","2","Outer",0
2021,"Post-Construction","Albondigas","Strongylocentrotus purpuratus","1","Inner",3.9
2021,"Post-Construction","Albondigas","Strongylocentrotus purpuratus","1","Middle",0.816666666666667
2021,"Post-Construction","Albondigas","Strongylocentrotus purpuratus","1","Outer",0.216666666666667
2021,"Post-Construction","Albondigas","Strongylocentrotus purpuratus","2","Inner",5.08333333333333
2021,"Post-Construction","Albondigas","Strongylocentrotus purpuratus","2","Middle",1.31666666666667
2021,"Post-Construction","Albondigas","Strongylocentrotus purpuratus","2","Outer",0.133333333333333
2021,"Post-Construction","Hawthorne Reef","Apostichopus californicus","1","Inner",0
2021,"Post-Construction","Hawthorne Reef","Apostichopus californicus","1","Middle",0
2021,"Post-Construction","Hawthorne Reef","Apostichopus californicus","1","Outer",0
2021,"Post-Construction","Hawthorne Reef","Apostichopus californicus","1","Deep",0.0166666666666667
2021,"Post-Construction","Hawthorne Reef","Apostichopus californicus","2","Inner",0
2021,"Post-Construction","Hawthorne Reef","Apostichopus californicus","2","Middle",0
2021,"Post-Construction","Hawthorne Reef","Apostichopus californicus","2","Outer",0
2021,"Post-Construction","Hawthorne Reef","Apostichopus californicus","2","Deep",0.0333333333333333
2021,"Post-Construction","Hawthorne Reef","Apostichopus parvimensis","1","Inner",0
2021,"Post-Construction","Hawthorne Reef","Apostichopus parvimensis","1","Middle",0
2021,"Post-Construction","Hawthorne Reef","Apostichopus parvimensis","1","Outer",0.0166666666666667
2021,"Post-Construction","Hawthorne Reef","Apostichopus parvimensis","1","Deep",0.166666666666667
2021,"Post-Construction","Hawthorne Reef","Apostichopus parvimensis","2","Inner",0
2021,"Post-Construction","Hawthorne Reef","Apostichopus parvimensis","2","Middle",0
2021,"Post-Construction","Hawthorne Reef","Apostichopus parvimensis","2","Outer",0.0166666666666667
2021,"Post-Construction","Hawthorne Reef","Apostichopus parvimensis","2","Deep",0.05
2021,"Post-Construction","Hawthorne Reef","Mesocentrotus franciscanus","1","Inner",0.0333333333333333
2021,"Post-Construction","Hawthorne Reef","Mesocentrotus franciscanus","1","Middle",0.05
2021,"Post-Construction","Hawthorne Reef","Mesocentrotus franciscanus","1","Outer",0
2021,"Post-Construction","Hawthorne Reef","Mesocentrotus franciscanus","1","Deep",0.0333333333333333
2021,"Post-Construction","Hawthorne Reef","Mesocentrotus franciscanus","2","Inner",0
2021,"Post-Construction","Hawthorne Reef","Mesocentrotus franciscanus","2","Middle",0.0166666666666667
2021,"Post-Construction","Hawthorne Reef","Mesocentrotus franciscanus","2","Outer",0.25
2021,"Post-Construction","Hawthorne Reef","Mesocentrotus franciscanus","2","Deep",0
2021,"Post-Construction","Hawthorne Reef","Patiria miniata","1","Inner",0
2021,"Post-Construction","Hawthorne Reef","Patiria miniata","1","Middle",0
2021,"Post-Construction","Hawthorne Reef","Patiria miniata","1","Outer",0.0166666666666667
2021,"Post-Construction","Hawthorne Reef","Patiria miniata","1","Deep",0.316666666666667
2021,"Post-Construction","Hawthorne Reef","Patiria miniata","2","Inner",0
2021,"Post-Construction","Hawthorne Reef","Patiria miniata","2","Middle",0
2021,"Post-Construction","Hawthorne Reef","Patiria miniata","2","Outer",0
2021,"Post-Construction","Hawthorne Reef","Patiria miniata","2","Deep",0.433333333333333
2021,"Post-Construction","Hawthorne Reef","Pisaster giganteus","1","Inner",0
2021,"Post-Construction","Hawthorne Reef","Pisaster giganteus","1","Middle",0.0166666666666667
2021,"Post-Construction","Hawthorne Reef","Pisaster giganteus","1","Outer",0
2021,"Post-Construction","Hawthorne Reef","Pisaster giganteus","1","Deep",0
2021,"Post-Construction","Hawthorne Reef","Pisaster giganteus","2","Inner",0
2021,"Post-Construction","Hawthorne Reef","Pisaster giganteus","2","Middle",0.0166666666666667
2021,"Post-Construction","Hawthorne Reef","Pisaster giganteus","2","Outer",0
2021,"Post-Construction","Hawthorne Reef","Pisaster giganteus","2","Deep",0
2021,"Post-Construction","Hawthorne Reef","Pisaster ochraceus","1","Inner",0
2021,"Post-Construction","Hawthorne Reef","Pisaster ochraceus","1","Middle",0
2021,"Post-Construction","Hawthorne Reef","Pisaster ochraceus","1","Outer",0
2021,"Post-Construction","Hawthorne Reef","Pisaster ochraceus","1","Deep",0
2021,"Post-Construction","Hawthorne Reef","Pisaster ochraceus","2","Inner",0
2021,"Post-Construction","Hawthorne Reef","Pisaster ochraceus","2","Middle",0
2021,"Post-Construction","Hawthorne Reef","Pisaster ochraceus","2","Outer",0
2021,"Post-Construction","Hawthorne Reef","Pisaster ochraceus","2","Deep",0
2021,"Post-Construction","Hawthorne Reef","Strongylocentrotus purpuratus","1","Inner",0
2021,"Post-Construction","Hawthorne Reef","Strongylocentrotus purpuratus","1","Middle",0.316666666666667
2021,"Post-Construction","Hawthorne Reef","Strongylocentrotus purpuratus","1","Outer",0.0333333333333333
2021,"Post-Construction","Hawthorne Reef","Strongylocentrotus purpuratus","1","Deep",0
2021,"Post-Construction","Hawthorne Reef","Strongylocentrotus purpuratus","2","Inner",0
2021,"Post-Construction","Hawthorne Reef","Strongylocentrotus purpuratus","2","Middle",0.466666666666667
2021,"Post-Construction","Hawthorne Reef","Strongylocentrotus purpuratus","2","Outer",0.0333333333333333
2021,"Post-Construction","Hawthorne Reef","Strongylocentrotus purpuratus","2","Deep",0
2021,"Post-Construction","Point Vicente West","Apostichopus californicus","1","Inner",0
2021,"Post-Construction","Point Vicente West","Apostichopus californicus","1","Middle",0
2021,"Post-Construction","Point Vicente West","Apostichopus californicus","1","Outer",0
2021,"Post-Construction","Point Vicente West","Apostichopus californicus","1","Deep",0
2021,"Post-Construction","Point Vicente West","Apostichopus californicus","2","Inner",0
2021,"Post-Construction","Point Vicente West","Apostichopus californicus","2","Middle",0
2021,"Post-Construction","Point Vicente West","Apostichopus californicus","2","Outer",0
2021,"Post-Construction","Point Vicente West","Apostichopus californicus","2","Deep",0
2021,"Post-Construction","Point Vicente West","Apostichopus parvimensis","1","Inner",0
2021,"Post-Construction","Point Vicente West","Apostichopus parvimensis","1","Middle",0.0333333333333333
2021,"Post-Construction","Point Vicente West","Apostichopus parvimensis","1","Outer",0.116666666666667
2021,"Post-Construction","Point Vicente West","Apostichopus parvimensis","1","Deep",0
2021,"Post-Construction","Point Vicente West","Apostichopus parvimensis","2","Inner",0
2021,"Post-Construction","Point Vicente West","Apostichopus parvimensis","2","Middle",0
2021,"Post-Construction","Point Vicente West","Apostichopus parvimensis","2","Outer",0.233333333333333
2021,"Post-Construction","Point Vicente West","Apostichopus parvimensis","2","Deep",0
2021,"Post-Construction","Point Vicente West","Mesocentrotus franciscanus","1","Inner",0.0166666666666667
2021,"Post-Construction","Point Vicente West","Mesocentrotus franciscanus","1","Middle",0.25
2021,"Post-Construction","Point Vicente West","Mesocentrotus franciscanus","1","Outer",0.283333333333333
2021,"Post-Construction","Point Vicente West","Mesocentrotus franciscanus","1","Deep",0.216666666666667
2021,"Post-Construction","Point Vicente West","Mesocentrotus franciscanus","2","Inner",0
2021,"Post-Construction","Point Vicente West","Mesocentrotus franciscanus","2","Middle",0.283333333333333
2021,"Post-Construction","Point Vicente West","Mesocentrotus franciscanus","2","Outer",0.416666666666667
2021,"Post-Construction","Point Vicente West","Mesocentrotus franciscanus","2","Deep",0.25
2021,"Post-Construction","Point Vicente West","Patiria miniata","1","Inner",0
2021,"Post-Construction","Point Vicente West","Patiria miniata","1","Middle",0
2021,"Post-Construction","Point Vicente West","Patiria miniata","1","Outer",0
2021,"Post-Construction","Point Vicente West","Patiria miniata","1","Deep",0.25
2021,"Post-Construction","Point Vicente West","Patiria miniata","2","Inner",0
2021,"Post-Construction","Point Vicente West","Patiria miniata","2","Middle",0.0166666666666667
2021,"Post-Construction","Point Vicente West","Patiria miniata","2","Outer",0.0166666666666667
2021,"Post-Construction","Point Vicente West","Patiria miniata","2","Deep",0.6
2021,"Post-Construction","Point Vicente West","Pisaster giganteus","1","Inner",0
2021,"Post-Construction","Point Vicente West","Pisaster giganteus","1","Middle",0
2021,"Post-Construction","Point Vicente West","Pisaster giganteus","1","Outer",0.0166666666666667
2021,"Post-Construction","Point Vicente West","Pisaster giganteus","1","Deep",0
2021,"Post-Construction","Point Vicente West","Pisaster giganteus","2","Inner",0
2021,"Post-Construction","Point Vicente West","Pisaster giganteus","2","Middle",0
2021,"Post-Construction","Point Vicente West","Pisaster giganteus","2","Outer",0.0333333333333333
2021,"Post-Construction","Point Vicente West","Pisaster giganteus","2","Deep",0
2021,"Post-Construction","Point Vicente West","Pisaster ochraceus","1","Inner",0
2021,"Post-Construction","Point Vicente West","Pisaster ochraceus","1","Middle",0
2021,"Post-Construction","Point Vicente West","Pisaster ochraceus","1","Outer",0
2021,"Post-Construction","Point Vicente West","Pisaster ochraceus","1","Deep",0
2021,"Post-Construction","Point Vicente West","Pisaster ochraceus","2","Inner",0
2021,"Post-Construction","Point Vicente West","Pisaster ochraceus","2","Middle",0
2021,"Post-Construction","Point Vicente West","Pisaster ochraceus","2","Outer",0
2021,"Post-Construction","Point Vicente West","Pisaster ochraceus","2","Deep",0
2021,"Post-Construction","Point Vicente West","Strongylocentrotus purpuratus","1","Inner",0
2021,"Post-Construction","Point Vicente West","Strongylocentrotus purpuratus","1","Middle",0.666666666666667
2021,"Post-Construction","Point Vicente West","Strongylocentrotus purpuratus","1","Outer",0.0333333333333333
2021,"Post-Construction","Point Vicente West","Strongylocentrotus purpuratus","1","Deep",0
2021,"Post-Construction","Point Vicente West","Strongylocentrotus purpuratus","2","Inner",0
2021,"Post-Construction","Point Vicente West","Strongylocentrotus purpuratus","2","Middle",1.2
2021,"Post-Construction","Point Vicente West","Strongylocentrotus purpuratus","2","Outer",0.0833333333333333
2021,"Post-Construction","Point Vicente West","Strongylocentrotus purpuratus","2","Deep",0
2021,"Post-Construction","Long Point West","Apostichopus californicus","1","Inner",0.0166666666666667
2021,"Post-Construction","Long Point West","Apostichopus californicus","1","Middle",0
2021,"Post-Construction","Long Point West","Apostichopus californicus","2","Inner",0.0333333333333333
2021,"Post-Construction","Long Point West","Apostichopus californicus","2","Middle",0
2021,"Post-Construction","Long Point West","Apostichopus parvimensis","1","Inner",0
2021,"Post-Construction","Long Point West","Apostichopus parvimensis","1","Middle",0.0333333333333333
2021,"Post-Construction","Long Point West","Apostichopus parvimensis","2","Inner",0
2021,"Post-Construction","Long Point West","Apostichopus parvimensis","2","Middle",0.05
2021,"Post-Construction","Long Point West","Mesocentrotus franciscanus","1","Inner",0.0833333333333333
2021,"Post-Construction","Long Point West","Mesocentrotus franciscanus","1","Middle",0.383333333333333
2021,"Post-Construction","Long Point West","Mesocentrotus franciscanus","2","Inner",0.0333333333333333
2021,"Post-Construction","Long Point West","Mesocentrotus franciscanus","2","Middle",0.0166666666666667
2021,"Post-Construction","Long Point West","Patiria miniata","1","Inner",0
2021,"Post-Construction","Long Point West","Patiria miniata","1","Middle",0
2021,"Post-Construction","Long Point West","Patiria miniata","2","Inner",0
2021,"Post-Construction","Long Point West","Patiria miniata","2","Middle",0
2021,"Post-Construction","Long Point West","Pisaster giganteus","1","Inner",0
2021,"Post-Construction","Long Point West","Pisaster giganteus","1","Middle",0
2021,"Post-Construction","Long Point West","Pisaster giganteus","2","Inner",0
2021,"Post-Construction","Long Point West","Pisaster giganteus","2","Middle",0
2021,"Post-Construction","Long Point West","Pisaster ochraceus","1","Inner",0
2021,"Post-Construction","Long Point West","Pisaster ochraceus","1","Middle",0
2021,"Post-Construction","Long Point West","Pisaster ochraceus","2","Inner",0
2021,"Post-Construction","Long Point West","Pisaster ochraceus","2","Middle",0
2021,"Post-Construction","Long Point West","Strongylocentrotus purpuratus","1","Inner",0.7
2021,"Post-Construction","Long Point West","Strongylocentrotus purpuratus","1","Middle",0.533333333333333
2021,"Post-Construction","Long Point West","Strongylocentrotus purpuratus","2","Inner",0.25
2021,"Post-Construction","Long Point West","Strongylocentrotus purpuratus","2","Middle",0
2021,"Post-Construction","Long Point East","Apostichopus californicus","1","Inner",0
2021,"Post-Construction","Long Point East","Apostichopus californicus","1","Middle",0
2021,"Post-Construction","Long Point East","Apostichopus californicus","1","Outer",0
2021,"Post-Construction","Long Point East","Apostichopus californicus","1","Deep",0
2021,"Post-Construction","Long Point East","Apostichopus californicus","2","Inner",0
2021,"Post-Construction","Long Point East","Apostichopus californicus","2","Middle",0
2021,"Post-Construction","Long Point East","Apostichopus californicus","2","Outer",0.05
2021,"Post-Construction","Long Point East","Apostichopus californicus","2","Deep",0
2021,"Post-Construction","Long Point East","Apostichopus parvimensis","1","Inner",0
2021,"Post-Construction","Long Point East","Apostichopus parvimensis","1","Middle",0.0166666666666667
2021,"Post-Construction","Long Point East","Apostichopus parvimensis","1","Outer",0.0666666666666667
2021,"Post-Construction","Long Point East","Apostichopus parvimensis","1","Deep",0.0333333333333333
2021,"Post-Construction","Long Point East","Apostichopus parvimensis","2","Inner",0
2021,"Post-Construction","Long Point East","Apostichopus parvimensis","2","Middle",0
2021,"Post-Construction","Long Point East","Apostichopus parvimensis","2","Outer",0
2021,"Post-Construction","Long Point East","Apostichopus parvimensis","2","Deep",0
2021,"Post-Construction","Long Point East","Mesocentrotus franciscanus","1","Inner",0
2021,"Post-Construction","Long Point East","Mesocentrotus franciscanus","1","Middle",0.05
2021,"Post-Construction","Long Point East","Mesocentrotus franciscanus","1","Outer",0.316666666666667
2021,"Post-Construction","Long Point East","Mesocentrotus franciscanus","1","Deep",0
2021,"Post-Construction","Long Point East","Mesocentrotus franciscanus","2","Inner",0.0833333333333333
2021,"Post-Construction","Long Point East","Mesocentrotus franciscanus","2","Middle",0.0833333333333333
2021,"Post-Construction","Long Point East","Mesocentrotus franciscanus","2","Outer",0.466666666666667
2021,"Post-Construction","Long Point East","Mesocentrotus franciscanus","2","Deep",0.116666666666667
2021,"Post-Construction","Long Point East","Patiria miniata","1","Inner",0
2021,"Post-Construction","Long Point East","Patiria miniata","1","Middle",0
2021,"Post-Construction","Long Point East","Patiria miniata","1","Outer",0.05
2021,"Post-Construction","Long Point East","Patiria miniata","1","Deep",0.383333333333333
2021,"Post-Construction","Long Point East","Patiria miniata","2","Inner",0
2021,"Post-Construction","Long Point East","Patiria miniata","2","Middle",0
2021,"Post-Construction","Long Point East","Patiria miniata","2","Outer",0.0666666666666667
2021,"Post-Construction","Long Point East","Patiria miniata","2","Deep",0.233333333333333
2021,"Post-Construction","Long Point East","Pisaster giganteus","1","Inner",0
2021,"Post-Construction","Long Point East","Pisaster giganteus","1","Middle",0.0166666666666667
2021,"Post-Construction","Long Point East","Pisaster giganteus","1","Outer",0
2021,"Post-Construction","Long Point East","Pisaster giganteus","1","Deep",0
2021,"Post-Construction","Long Point East","Pisaster giganteus","2","Inner",0
2021,"Post-Construction","Long Point East","Pisaster giganteus","2","Middle",0
2021,"Post-Construction","Long Point East","Pisaster giganteus","2","Outer",0
2021,"Post-Construction","Long Point East","Pisaster giganteus","2","Deep",0
2021,"Post-Construction","Long Point East","Pisaster ochraceus","1","Inner",0
2021,"Post-Construction","Long Point East","Pisaster ochraceus","1","Middle",0
2021,"Post-Construction","Long Point East","Pisaster ochraceus","1","Outer",0
2021,"Post-Construction","Long Point East","Pisaster ochraceus","1","Deep",0
2021,"Post-Construction","Long Point East","Pisaster ochraceus","2","Inner",0
2021,"Post-Construction","Long Point East","Pisaster ochraceus","2","Middle",0
2021,"Post-Construction","Long Point East","Pisaster ochraceus","2","Outer",0
2021,"Post-Construction","Long Point East","Pisaster ochraceus","2","Deep",0
2021,"Post-Construction","Long Point East","Strongylocentrotus purpuratus","1","Inner",0
2021,"Post-Construction","Long Point East","Strongylocentrotus purpuratus","1","Middle",0.116666666666667
2021,"Post-Construction","Long Point East","Strongylocentrotus purpuratus","1","Outer",0
2021,"Post-Construction","Long Point East","Strongylocentrotus purpuratus","1","Deep",0
2021,"Post-Construction","Long Point East","Strongylocentrotus purpuratus","2","Inner",0.75
2021,"Post-Construction","Long Point East","Strongylocentrotus purpuratus","2","Middle",0.25
2021,"Post-Construction","Long Point East","Strongylocentrotus purpuratus","2","Outer",0
2021,"Post-Construction","Long Point East","Strongylocentrotus purpuratus","2","Deep",0
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus californicus","1","Inner",0
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus californicus","1","Middle",0
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus californicus","1","Outer",0
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus californicus","2","Inner",0
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus californicus","2","Middle",0
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus californicus","2","Outer",0
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus parvimensis","1","Inner",0
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus parvimensis","1","Middle",0.133333333333333
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus parvimensis","1","Outer",0.116666666666667
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus parvimensis","2","Inner",0.0166666666666667
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus parvimensis","2","Middle",0.15
2021,"Post-Construction","Abalone Cove Kelp West","Apostichopus parvimensis","2","Outer",0
2021,"Post-Construction","Abalone Cove Kelp West","Mesocentrotus franciscanus","1","Inner",0.266666666666667
2021,"Post-Construction","Abalone Cove Kelp West","Mesocentrotus franciscanus","1","Middle",0.0166666666666667
2021,"Post-Construction","Abalone Cove Kelp West","Mesocentrotus franciscanus","1","Outer",0
2021,"Post-Construction","Abalone Cove Kelp West","Mesocentrotus franciscanus","2","Inner",0.0833333333333333
2021,"Post-Construction","Abalone Cove Kelp West","Mesocentrotus franciscanus","2","Middle",0.166666666666667
2021,"Post-Construction","Abalone Cove Kelp West","Mesocentrotus franciscanus","2","Outer",0
2021,"Post-Construction","Abalone Cove Kelp West","Patiria miniata","1","Inner",0
2021,"Post-Construction","Abalone Cove Kelp West","Patiria miniata","1","Middle",0
2021,"Post-Construction","Abalone Cove Kelp West","Patiria miniata","1","Outer",0.0333333333333333
2021,"Post-Construction","Abalone Cove Kelp West","Patiria miniata","2","Inner",0
2021,"Post-Construction","Abalone Cove Kelp West","Patiria miniata","2","Middle",0
2021,"Post-Construction","Abalone Cove Kelp West","Patiria miniata","2","Outer",0.0666666666666667
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster giganteus","1","Inner",0
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster giganteus","1","Middle",0
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster giganteus","1","Outer",0
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster giganteus","2","Inner",0
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster giganteus","2","Middle",0.0166666666666667
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster giganteus","2","Outer",0
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster ochraceus","1","Inner",0
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster ochraceus","1","Middle",0
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster ochraceus","1","Outer",0
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster ochraceus","2","Inner",0.0166666666666667
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster ochraceus","2","Middle",0
2021,"Post-Construction","Abalone Cove Kelp West","Pisaster ochraceus","2","Outer",0
2021,"Post-Construction","Abalone Cove Kelp West","Strongylocentrotus purpuratus","1","Inner",0.3
2021,"Post-Construction","Abalone Cove Kelp West","Strongylocentrotus purpuratus","1","Middle",0.0166666666666667
2021,"Post-Construction","Abalone Cove Kelp West","Strongylocentrotus purpuratus","1","Outer",0
2021,"Post-Construction","Abalone Cove Kelp West","Strongylocentrotus purpuratus","2","Inner",0
2021,"Post-Construction","Abalone Cove Kelp West","Strongylocentrotus purpuratus","2","Middle",0.0166666666666667
2021,"Post-Construction","Abalone Cove Kelp West","Strongylocentrotus purpuratus","2","Outer",0
2021,"Post-Construction","Portuguese Point","Apostichopus californicus","1","Inner",0
2021,"Post-Construction","Portuguese Point","Apostichopus californicus","1","Middle",0
2021,"Post-Construction","Portuguese Point","Apostichopus californicus","1","Outer",0
2021,"Post-Construction","Portuguese Point","Apostichopus californicus","2","Inner",0
2021,"Post-Construction","Portuguese Point","Apostichopus californicus","2","Middle",0
2021,"Post-Construction","Portuguese Point","Apostichopus californicus","2","Outer",0
2021,"Post-Construction","Portuguese Point","Apostichopus parvimensis","1","Inner",0
2021,"Post-Construction","Portuguese Point","Apostichopus parvimensis","1","Middle",0.0166666666666667
2021,"Post-Construction","Portuguese Point","Apostichopus parvimensis","1","Outer",0.0166666666666667
2021,"Post-Construction","Portuguese Point","Apostichopus parvimensis","2","Inner",0
2021,"Post-Construction","Portuguese Point","Apostichopus parvimensis","2","Middle",0
2021,"Post-Construction","Portuguese Point","Apostichopus parvimensis","2","Outer",0.0833333333333333
2021,"Post-Construction","Portuguese Point","Mesocentrotus franciscanus","1","Inner",0.216666666666667
2021,"Post-Construction","Portuguese Point","Mesocentrotus franciscanus","1","Middle",0.633333333333333
2021,"Post-Construction","Portuguese Point","Mesocentrotus franciscanus","1","Outer",0.3
2021,"Post-Construction","Portuguese Point","Mesocentrotus franciscanus","2","Inner",0
2021,"Post-Construction","Portuguese Point","Mesocentrotus franciscanus","2","Middle",0.35
2021,"Post-Construction","Portuguese Point","Mesocentrotus franciscanus","2","Outer",0.5
2021,"Post-Construction","Portuguese Point","Patiria miniata","1","Inner",0
2021,"Post-Construction","Portuguese Point","Patiria miniata","1","Middle",0.0333333333333333
2021,"Post-Construction","Portuguese Point","Patiria miniata","1","Outer",0.0166666666666667
2021,"Post-Construction","Portuguese Point","Patiria miniata","2","Inner",0
2021,"Post-Construction","Portuguese Point","Patiria miniata","2","Middle",0.0166666666666667
2021,"Post-Construction","Portuguese Point","Patiria miniata","2","Outer",0.2
2021,"Post-Construction","Portuguese Point","Pisaster giganteus","1","Inner",0
2021,"Post-Construction","Portuguese Point","Pisaster giganteus","1","Middle",0
2021,"Post-Construction","Portuguese Point","Pisaster giganteus","1","Outer",0
2021,"Post-Construction","Portuguese Point","Pisaster giganteus","2","Inner",0
2021,"Post-Construction","Portuguese Point","Pisaster giganteus","2","Middle",0
2021,"Post-Construction","Portuguese Point","Pisaster giganteus","2","Outer",0
2021,"Post-Construction","Portuguese Point","Pisaster ochraceus","1","Inner",0
2021,"Post-Construction","Portuguese Point","Pisaster ochraceus","1","Middle",0
2021,"Post-Construction","Portuguese Point","Pisaster ochraceus","1","Outer",0
2021,"Post-Construction","Portuguese Point","Pisaster ochraceus","2","Inner",0.0166666666666667
2021,"Post-Construction","Portuguese Point","Pisaster ochraceus","2","Middle",0
2021,"Post-Construction","Portuguese Point","Pisaster ochraceus","2","Outer",0
2021,"Post-Construction","Portuguese Point","Strongylocentrotus purpuratus","1","Inner",1.58333333333333
2021,"Post-Construction","Portuguese Point","Strongylocentrotus purpuratus","1","Middle",0.166666666666667
2021,"Post-Construction","Portuguese Point","Strongylocentrotus purpuratus","1","Outer",0.116666666666667
2021,"Post-Construction","Portuguese Point","Strongylocentrotus purpuratus","2","Inner",0.15
2021,"Post-Construction","Portuguese Point","Strongylocentrotus purpuratus","2","Middle",0.583333333333333
2021,"Post-Construction","Portuguese Point","Strongylocentrotus purpuratus","2","Outer",0.0333333333333333
2021,"Post-Construction","Portuguese Bend","Apostichopus californicus","1","Inner",0
2021,"Post-Construction","Portuguese Bend","Apostichopus californicus","1","Middle",0
2021,"Post-Construction","Portuguese Bend","Apostichopus californicus","1","Outer",0
2021,"Post-Construction","Portuguese Bend","Apostichopus californicus","1","Deep",0
2021,"Post-Construction","Portuguese Bend","Apostichopus californicus","2","Inner",0
2021,"Post-Construction","Portuguese Bend","Apostichopus californicus","2","Middle",0
2021,"Post-Construction","Portuguese Bend","Apostichopus californicus","2","Outer",0
2021,"Post-Construction","Portuguese Bend","Apostichopus californicus","2","Deep",0
2021,"Post-Construction","Portuguese Bend","Apostichopus parvimensis","1","Inner",0
2021,"Post-Construction","Portuguese Bend","Apostichopus parvimensis","1","Middle",0
2021,"Post-Construction","Portuguese Bend","Apostichopus parvimensis","1","Outer",0
2021,"Post-Construction","Portuguese Bend","Apostichopus parvimensis","1","Deep",0
2021,"Post-Construction","Portuguese Bend","Apostichopus parvimensis","2","Inner",0
2021,"Post-Construction","Portuguese Bend","Apostichopus parvimensis","2","Middle",0
2021,"Post-Construction","Portuguese Bend","Apostichopus parvimensis","2","Outer",0
2021,"Post-Construction","Portuguese Bend","Apostichopus parvimensis","2","Deep",0
2021,"Post-Construction","Portuguese Bend","Mesocentrotus franciscanus","1","Inner",0
2021,"Post-Construction","Portuguese Bend","Mesocentrotus franciscanus","1","Middle",0.0166666666666667
2021,"Post-Construction","Portuguese Bend","Mesocentrotus franciscanus","1","Outer",0
2021,"Post-Construction","Portuguese Bend","Mesocentrotus franciscanus","1","Deep",0
2021,"Post-Construction","Portuguese Bend","Mesocentrotus franciscanus","2","Inner",0.05
2021,"Post-Construction","Portuguese Bend","Mesocentrotus franciscanus","2","Middle",0
2021,"Post-Construction","Portuguese Bend","Mesocentrotus franciscanus","2","Outer",0
2021,"Post-Construction","Portuguese Bend","Mesocentrotus franciscanus","2","Deep",0
2021,"Post-Construction","Portuguese Bend","Patiria miniata","1","Inner",0
2021,"Post-Construction","Portuguese Bend","Patiria miniata","1","Middle",0
2021,"Post-Construction","Portuguese Bend","Patiria miniata","1","Outer",0
2021,"Post-Construction","Portuguese Bend","Patiria miniata","1","Deep",0.0666666666666667
2021,"Post-Construction","Portuguese Bend","Patiria miniata","2","Inner",0.05
2021,"Post-Construction","Portuguese Bend","Patiria miniata","2","Middle",0
2021,"Post-Construction","Portuguese Bend","Patiria miniata","2","Outer",0
2021,"Post-Construction","Portuguese Bend","Patiria miniata","2","Deep",0.0166666666666667
2021,"Post-Construction","Portuguese Bend","Pisaster giganteus","1","Inner",0
2021,"Post-Construction","Portuguese Bend","Pisaster giganteus","1","Middle",0
2021,"Post-Construction","Portuguese Bend","Pisaster giganteus","1","Outer",0
2021,"Post-Construction","Portuguese Bend","Pisaster giganteus","1","Deep",0
2021,"Post-Construction","Portuguese Bend","Pisaster giganteus","2","Inner",0
2021,"Post-Construction","Portuguese Bend","Pisaster giganteus","2","Middle",0
2021,"Post-Construction","Portuguese Bend","Pisaster giganteus","2","Outer",0
2021,"Post-Construction","Portuguese Bend","Pisaster giganteus","2","Deep",0
2021,"Post-Construction","Portuguese Bend","Pisaster ochraceus","1","Inner",0
2021,"Post-Construction","Portuguese Bend","Pisaster ochraceus","1","Middle",0
2021,"Post-Construction","Portuguese Bend","Pisaster ochraceus","1","Outer",0
2021,"Post-Construction","Portuguese Bend","Pisaster ochraceus","1","Deep",0
2021,"Post-Construction","Portuguese Bend","Pisaster ochraceus","2","Inner",0
2021,"Post-Construction","Portuguese Bend","Pisaster ochraceus","2","Middle",0
